Country,Date,DeathCount
Russia,9/25/2020,19973
Russia,9/26/2020,20140
Russia,9/27/2020,20239
Russia,9/28/2020,20299
Russia,9/29/2020,20456
Russia,9/30/2020,20630
Russia,10/1/2020,20796
Russia,10/2/2020,20981
Russia,10/3/2020,21153
Russia,10/4/2020,21260
Russia,10/5/2020,21375
Russia,10/6/2020,21559
Russia,10/7/2020,21755
Russia,10/8/2020,21939
Russia,10/9/2020,22137
Russia,10/10/2020,22331
Russia,10/11/2020,22471
Russia,10/12/2020,22594
Russia,10/13/2020,22834
Russia,10/14/2020,23069
Russia,10/15/2020,23350
Russia,10/16/2020,23580
Russia,10/17/2020,23857
Russia,10/18/2020,24039
Russia,10/19/2020,24205
Russia,10/20/2020,24473
Russia,10/21/2020,24786
Russia,10/22/2020,25072
Russia,10/23/2020,25353
Russia,10/24/2020,25647
Russia,10/25/2020,25875
US,1/22/2020,0
US,1/23/2020,0
US,1/24/2020,0
US,1/25/2020,0
US,1/26/2020,0
US,1/27/2020,0
US,1/28/2020,0
US,1/29/2020,0
US,1/30/2020,0
US,1/31/2020,0
US,2/1/2020,0
US,2/2/2020,0
US,2/3/2020,0
US,2/4/2020,0
US,2/5/2020,0
US,2/6/2020,0
US,2/7/2020,0
US,2/8/2020,0
US,2/9/2020,0
US,2/10/2020,0
US,2/11/2020,0
US,2/12/2020,0
US,2/13/2020,0
US,2/14/2020,0
US,2/15/2020,0
US,2/16/2020,0
US,2/17/2020,0
US,2/18/2020,0
US,2/19/2020,0
US,2/20/2020,0
US,2/21/2020,0
US,2/22/2020,0
US,2/23/2020,0
US,2/24/2020,0
US,2/25/2020,0
US,2/26/2020,0
US,2/27/2020,0
US,2/28/2020,0
US,2/29/2020,1
US,3/1/2020,1
US,3/2/2020,6
US,3/3/2020,7
US,3/4/2020,11
US,3/5/2020,12
US,3/6/2020,14
US,3/7/2020,17
US,3/8/2020,21
US,3/9/2020,22
US,3/10/2020,28
US,3/11/2020,33
US,3/12/2020,43
US,3/13/2020,51
US,3/14/2020,58
US,3/15/2020,70
US,3/16/2020,97
US,3/17/2020,132
US,3/18/2020,191
US,3/19/2020,265
US,3/20/2020,364
US,3/21/2020,464
US,3/22/2020,574
US,3/23/2020,763
US,3/24/2020,1002
US,3/25/2020,1326
US,3/26/2020,1734
US,3/27/2020,2254
US,3/28/2020,2886
US,3/29/2020,3472
US,3/30/2020,4164
US,3/31/2020,5252
US,4/1/2020,6422
US,4/2/2020,7924
US,4/3/2020,9313
US,4/4/2020,10843
US,4/5/2020,12426
US,4/6/2020,14196
US,4/7/2020,16767
US,4/8/2020,18913
US,4/9/2020,21141
US,4/10/2020,23359
US,4/11/2020,25488
US,4/12/2020,27294
US,4/13/2020,29240
US,4/14/2020,31692
US,4/15/2020,34301
US,4/16/2020,36477
US,4/17/2020,38570
US,4/18/2020,40530
US,4/19/2020,42461
US,4/20/2020,44647
US,4/21/2020,47195
US,4/22/2020,49629
US,4/23/2020,52101
US,4/24/2020,54255
US,4/25/2020,55953
US,4/26/2020,57282
US,4/27/2020,58748
US,4/28/2020,60989
US,4/29/2020,63510
US,4/30/2020,65930
US,5/1/2020,67808
US,5/2/2020,69495
US,5/3/2020,70591
US,5/4/2020,71903
US,5/5/2020,74207
US,5/6/2020,76556
US,5/7/2020,78484
US,5/8/2020,80231
US,5/9/2020,81781
US,5/10/2020,82670
US,5/11/2020,83676
US,5/12/2020,85289
US,5/13/2020,87035
US,5/14/2020,88812
US,5/15/2020,90482
US,5/16/2020,91756
US,5/17/2020,92504
US,5/18/2020,93669
US,5/19/2020,95195
US,5/20/2020,96715
US,5/21/2020,97922
US,5/22/2020,99166
US,5/23/2020,100297
US,5/24/2020,100908
US,5/25/2020,101456
US,5/26/2020,102107
US,5/27/2020,103625
US,5/28/2020,104803
US,5/29/2020,105963
US,5/30/2020,106926
US,5/31/2020,107614
US,6/1/2020,108388
US,6/2/2020,109444
US,6/3/2020,110441
US,6/4/2020,111450
US,6/5/2020,112348
US,6/6/2020,113054
US,6/7/2020,113492
US,6/8/2020,113984
US,6/9/2020,114925
US,6/10/2020,115822
US,6/11/2020,116682
US,6/12/2020,117500
US,6/13/2020,118270
US,6/14/2020,118578
US,6/15/2020,118954
US,6/16/2020,119778
US,6/17/2020,120511
US,6/18/2020,121222
US,6/19/2020,121892
US,6/20/2020,122510
US,6/21/2020,122795
US,6/22/2020,123175
US,6/23/2020,124019
US,6/24/2020,124776
US,6/25/2020,125327
US,6/26/2020,125944
US,6/27/2020,126448
US,6/28/2020,126721
US,6/29/2020,127098
US,6/30/2020,127753
US,7/1/2020,128441
US,7/2/2020,129165
US,7/3/2020,129824
US,7/4/2020,130089
US,7/5/2020,130377
US,7/6/2020,130732
US,7/7/2020,131945
US,7/8/2020,132806
US,7/9/2020,133806
US,7/10/2020,134628
US,7/11/2020,135325
US,7/12/2020,135784
US,7/13/2020,136143
US,7/14/2020,137068
US,7/15/2020,138034
US,7/16/2020,138977
US,7/17/2020,139907
US,7/18/2020,140776
US,7/19/2020,141223
US,7/20/2020,141736
US,7/21/2020,142843
US,7/22/2020,144059
US,7/23/2020,145153
US,7/24/2020,146285
US,7/25/2020,147184
US,7/26/2020,147656
US,7/27/2020,148776
US,7/28/2020,150150
US,7/29/2020,151582
US,7/30/2020,152791
US,7/31/2020,154047
US,8/1/2020,155162
US,8/2/2020,155565
US,8/3/2020,156092
US,8/4/2020,157469
US,8/5/2020,158844
US,8/6/2020,160095
US,8/7/2020,161337
US,8/8/2020,162419
US,8/9/2020,162930
US,8/10/2020,163456
US,8/11/2020,164519
US,8/12/2020,166022
US,8/13/2020,167091
US,8/14/2020,168427
US,8/15/2020,169463
US,8/16/2020,170034
US,8/17/2020,170478
US,8/18/2020,171802
US,8/19/2020,173152
US,8/20/2020,174231
US,8/21/2020,175336
US,8/22/2020,176326
US,8/23/2020,176776
US,8/24/2020,177213
US,8/25/2020,178449
US,8/26/2020,179674
US,8/27/2020,180785
US,8/28/2020,181756
US,8/29/2020,182714
US,8/30/2020,183024
US,8/31/2020,183616
US,9/1/2020,184681
US,9/2/2020,185736
US,9/3/2020,186802
US,9/4/2020,187767
US,9/5/2020,188552
US,9/6/2020,188955
US,9/7/2020,189222
US,9/8/2020,189663
US,9/9/2020,190853
US,9/10/2020,191768
US,9/11/2020,192979
US,9/12/2020,193693
US,9/13/2020,194071
US,9/14/2020,194493
US,9/15/2020,195781
US,9/16/2020,196764
US,9/17/2020,197634
US,9/18/2020,198570
US,9/19/2020,199282
US,9/20/2020,199509
US,9/21/2020,199865
US,9/22/2020,200786
US,9/23/2020,201885
US,9/24/2020,202798
US,9/25/2020,203750
US,9/26/2020,204490
US,9/27/2020,204756
US,9/28/2020,205072
US,9/29/2020,205986
US,9/30/2020,206932
US,10/1/2020,207790
US,10/2/2020,208697
US,10/3/2020,209384
US,10/4/2020,209721
US,10/5/2020,210181
US,10/6/2020,210886
US,10/7/2020,211801
US,10/8/2020,212762
US,10/9/2020,213752
US,10/10/2020,214370
US,10/11/2020,214768
US,10/12/2020,215085
US,10/13/2020,215887
US,10/14/2020,216872
US,10/15/2020,217692
US,10/16/2020,218575
US,10/17/2020,219286
US,10/18/2020,219674
US,10/19/2020,220119
US,10/20/2020,221052
US,10/21/2020,222176
US,10/22/2020,223032
US,10/23/2020,223975
US,10/24/2020,224889
US,10/25/2020,225229
